,Key variable: unique archived identifier,Rounded dwelling weight for 2 year Physical Survey sample,aagph1516,Tenure with vacancy,tenure4x,tenure2x,vacantx,gorEHS,region3x,govreg1
3015,15160022821,488,497,housing association - occupied,4,2,1,2,1,1
3016,15160022822,2041,2041,owner occupied - occupied,1,1,1,4,1,1
3017,15160022824,1528,1528,private rented - occupied,2,1,1,10,3,4
3018,15160022826,2651,2651,owner occupied - occupied,1,1,1,8,2,3
3019,15160022827,843,843,housing association - occupied,4,2,1,10,3,4
3020,15160022829,370,377,local authority - occupied,3,2,1,5,3,2
3021,15160022836,2241,2364,private rented - occupied,2,1,1,7,3,4
3022,15160022843,1615,1732,owner occupied - occupied,1,1,1,6,3,2
3023,15160022850,482,482,local authority - occupied,3,2,1,5,3,2
3024,15160022853,306,311,housing association - occupied,4,2,1,2,1,1
3025,15160022855,2625,2625,owner occupied - occupied,1,1,1,10,3,4
3026,15160022857,1907,1911,owner occupied - occupied,1,1,1,7,3,4
3027,15160022858,555,555,housing association - occupied,4,2,1,1,1,1
3028,15160022860,1625,1625,private rented - occupied,2,1,1,10,3,4
3029,15160022862,1970,1970,owner occupied - occupied,1,1,1,4,1,1
3030,15160022864,713,713,local authority - occupied,3,2,1,5,3,2
3031,15160022870,1407,1487,private rented - occupied,2,1,1,10,3,4
3032,15160022871,1842,1842,owner occupied - occupied,1,1,1,10,3,4
3033,15160022877,809,855,private rented - occupied,2,1,1,10,3,4
3034,15160022879,505,524,local authority - occupied,3,2,1,7,3,4
3035,15160022889,7997,8009,owner occupied - occupied,1,1,1,9,2,4
3036,15160022894,395,395,housing association - occupied,4,2,1,7,3,4
3037,15160022895,2238,2321,housing association - occupied,4,2,1,8,2,3
3038,15160022896,2115,2115,owner occupied - occupied,1,1,1,4,1,1
3039,15160022901,483,483,housing association - occupied,4,2,1,7,3,4
3040,15160022904,3207,3207,owner occupied - occupied,1,1,1,1,1,1
3041,15160022907,2224,2224,owner occupied - occupied,1,1,1,10,3,4
3042,15160022909,1877,1877,owner occupied - occupied,1,1,1,4,1,1
3043,15160022914,1686,1842,private rented - occupied,2,1,1,6,3,2
3044,15160022923,348,354,housing association - occupied,4,2,1,2,1,1
3045,15160022930,923,939,housing association - occupied,4,2,1,2,1,1
3046,15160022933,2264,2273,owner occupied - occupied,1,1,1,6,3,2
3047,15160022942,2238,2246,owner occupied - occupied,1,1,1,6,3,2
3048,15160022944,928,928,local authority - occupied,3,2,1,8,2,3
3049,15160022954,1947,2276,private rented - occupied,2,1,1,8,2,3
3050,15160022957,403,403,housing association - occupied,4,2,1,7,3,4
3051,15160022960,353,353,housing association - occupied,4,2,1,9,2,4
3052,15160022962,2846,2866,owner occupied - occupied,1,1,1,8,2,3
3053,15160022968,1871,1871,owner occupied - occupied,1,1,1,10,3,4
3054,15160022970,751,751,housing association - occupied,4,2,1,7,3,4
3055,15160022974,579,589,housing association - occupied,4,2,1,2,1,1
3056,15160022975,1709,1736,private rented - occupied,2,1,1,4,1,1
3057,15160022981,801,859,housing association - occupied,4,2,1,4,1,1
3058,15160022983,3614,3670,private rented - occupied,2,1,1,7,3,4
3059,15160022984,601,601,local authority - occupied,3,2,1,8,2,3
3060,15160022995,949,965,private rented - occupied,2,1,1,2,1,1
3061,15160022996,1065,1065,local authority - occupied,3,2,1,6,3,2
3062,15160022997,4880,4880,owner occupied - occupied,1,1,1,5,3,2
3063,15160023004,734,734,housing association - occupied,4,2,1,9,2,4
3064,15160023010,471,479,housing association - occupied,4,2,1,2,1,1
3065,15160023011,873,968,private rented - occupied,2,1,1,9,2,4
3066,15160023021,431,431,local authority - occupied,3,2,1,9,2,4
3067,15160023022,1832,1832,owner occupied - occupied,1,1,1,8,2,3
3068,15160023025,962,962,housing association - occupied,4,2,1,9,2,4
3069,15160023028,339,345,housing association - occupied,4,2,1,2,1,1
3070,15160023030,647,693,housing association - occupied,4,2,1,4,1,1
3071,15160023036,406,406,housing association - occupied,4,2,1,10,3,4
3072,15160023046,1599,1599,owner occupied - occupied,1,1,1,5,3,2
3073,15160023048,1348,1348,private rented - occupied,2,1,1,5,3,2
3074,15160023053,873,873,housing association - occupied,4,2,1,2,1,1
3075,15160023073,904,904,owner occupied - occupied,1,1,1,2,1,1
3076,15160023081,1453, ,local authority - vacant,3,2,2,5,3,2
3077,15160023084,690,702,housing association - occupied,4,2,1,2,1,1
3078,15160023085,2002,2002,owner occupied - occupied,1,1,1,1,1,1
3079,15160023087,756,756,housing association - occupied,4,2,1,9,2,4
3080,15160023099,915,915,owner occupied - occupied,1,1,1,4,1,1
3081,15160023100,10585,10585,owner occupied - occupied,1,1,1,8,2,3
3082,15160023101,557,557,housing association - occupied,4,2,1,10,3,4
3083,15160023106,490,490,local authority - occupied,3,2,1,4,1,1
3084,15160023109,1776,1778,owner occupied - occupied,1,1,1,9,2,4
3085,15160023111,533,533,housing association - occupied,4,2,1,10,3,4
3086,15160023116,568,568,housing association - occupied,4,2,1,9,2,4
3087,15160023119,931, ,local authority - vacant,3,2,2,6,3,2
3088,15160023121,506,506,local authority - occupied,3,2,1,6,3,2
3089,15160023128,3420,3429,owner occupied - occupied,1,1,1,7,3,4
3090,15160023133,1167,1293,private rented - occupied,2,1,1,9,2,4
3091,15160023134,1654,1658,owner occupied - occupied,1,1,1,7,3,4
3092,15160023139,2525,2564,private rented - occupied,2,1,1,4,1,1
3093,15160023142,1172,1195,housing association - occupied,4,2,1,8,2,3
3094,15160023143,410,410,housing association - occupied,4,2,1,7,3,4
3095,15160023144,515,515,local authority - occupied,3,2,1,5,3,2
3096,15160023145,610,610,housing association - occupied,4,2,1,10,3,4
3097,15160023153,2116,2116,housing association - occupied,4,2,1,9,2,4
3098,15160023154,1791,1794,owner occupied - occupied,1,1,1,9,2,4
3099,15160023158,399,399,local authority - occupied,3,2,1,4,1,1
3100,15160023159,4986,4986,owner occupied - occupied,1,1,1,8,2,3
3101,15160023160,3461,3461,owner occupied - occupied,1,1,1,10,3,4
3102,15160023163,1657,1776,housing association - occupied,4,2,1,4,1,1
3103,15160023175,1658,1658,local authority - occupied,3,2,1,6,3,2
3104,15160023178,3037,3037,owner occupied - occupied,1,1,1,5,3,2
3105,15160023180,454,454,local authority - occupied,3,2,1,8,2,3
3106,15160023184,8401,8401,owner occupied - occupied,1,1,1,10,3,4
3107,15160023187,2260,2260,owner occupied - occupied,1,1,1,2,1,1
3108,15160023192,769,769,local authority - occupied,3,2,1,6,3,2
3109,15160023193,521,521,housing association - occupied,4,2,1,10,3,4
3110,15160023194,539, ,housing association - vacant,4,2,2,1,1,1
3111,15160023197,1167,1167,private rented - occupied,2,1,1,5,3,2
3112,15160023199,7124,7124,owner occupied - occupied,1,1,1,4,1,1
3113,15160023202,5047,5083,owner occupied - occupied,1,1,1,8,2,3
3114,15160023207,1206,1272,private rented - occupied,2,1,1,7,3,4
3115,15160023210,4122,4122,owner occupied - occupied,1,1,1,5,3,2
3116,15160023215,600,600,housing association - occupied,4,2,1,9,2,4
3117,15160023217,2647,2651,owner occupied - occupied,1,1,1,9,2,4
3118,15160023220,2988,2993,owner occupied - occupied,1,1,1,9,2,4
3119,15160023225,3256,3256,owner occupied - occupied,1,1,1,4,1,1
3120,15160023228,3192,3196,owner occupied - occupied,1,1,1,9,2,4
3121,15160023231,2626,2630,owner occupied - occupied,1,1,1,9,2,4
3122,15160023232,454,454,local authority - occupied,3,2,1,8,2,3
3123,15160023237,1257,1545,private rented - occupied,2,1,1,8,2,3
3124,15160023242,429,437,housing association - occupied,4,2,1,2,1,1
3125,15160023243,629,629,housing association - occupied,4,2,1,2,1,1
3126,15160023247,7456, ,private rented - vacant,2,1,2,8,2,3
3127,15160023251,727,727,housing association - occupied,4,2,1,7,3,4
3128,15160023256,3927,3927,owner occupied - occupied,1,1,1,2,1,1
3129,15160023257,7187,7187,owner occupied - occupied,1,1,1,4,1,1
3130,15160023265,513,520,housing association - occupied,4,2,1,5,3,2
3131,15160023271,2082,2434,private rented - occupied,2,1,1,8,2,3
3132,15160023283,1315,1390,private rented - occupied,2,1,1,10,3,4
3133,15160023285,2570,3159,private rented - occupied,2,1,1,8,2,3
3134,15160023288,806,806,housing association - occupied,4,2,1,2,1,1
3135,15160023289,1790,1892,private rented - occupied,2,1,1,10,3,4
3136,15160023292,1151,1151,local authority - occupied,3,2,1,8,2,3
3137,15160023298,963,963,housing association - occupied,4,2,1,9,2,4
3138,15160023307,6647,7770,private rented - occupied,2,1,1,8,2,3
3139,15160023311,624,624,local authority - occupied,3,2,1,7,3,4
3140,15160023314,2881,2881,owner occupied - occupied,1,1,1,4,1,1
3141,15160023317,1428,1452,housing association - occupied,4,2,1,2,1,1
3142,15160023319,279, ,local authority - vacant,3,2,2,10,3,4
3143,15160023320,2991,3040,private rented - occupied,2,1,1,2,1,1
3144,15160023321,808,808,local authority - occupied,3,2,1,9,2,4
3145,15160023322,682,696,housing association - occupied,4,2,1,8,2,3
3146,15160023323,683,799,private rented - occupied,2,1,1,8,2,3
3147,15160023335,3008,3008,owner occupied - occupied,1,1,1,8,2,3
3148,15160023343,3001,3507,private rented - occupied,2,1,1,8,2,3
3149,15160023346,807,865,private rented - occupied,2,1,1,6,3,2
3150,15160023347,1186,1313,private rented - occupied,2,1,1,9,2,4
3151,15160023349,408,413,housing association - occupied,4,2,1,5,3,2
3152,15160023353,4115,4115,owner occupied - occupied,1,1,1,2,1,1
3153,15160023357,467,467,housing association - occupied,4,2,1,6,3,2
3154,15160023361,4503,5264,private rented - occupied,2,1,1,8,2,3
3155,15160023364,2662,2662,owner occupied - occupied,1,1,1,5,3,2
3156,15160023370,680,680,local authority - occupied,3,2,1,8,2,3
3157,15160023371,570,570,housing association - occupied,4,2,1,6,3,2
3158,15160023373,872,966,private rented - occupied,2,1,1,9,2,4
3159,15160023376,711,711,owner occupied - occupied,1,1,1,4,1,1
3160,15160023380,4796,4814,owner occupied - occupied,1,1,1,6,3,2
3161,15160023391,380,387,housing association - occupied,4,2,1,2,1,1
3162,15160023392,760,760,local authority - occupied,3,2,1,6,3,2
3163,15160023394,2111,2115,owner occupied - occupied,1,1,1,9,2,4
3164,15160023404,2018,2358,private rented - occupied,2,1,1,8,2,3
3165,15160023406,1787,1787,owner occupied - occupied,1,1,1,5,3,2
3166,15160023408,491,491,housing association - occupied,4,2,1,4,1,1
3167,15160023412,1554,1560,owner occupied - occupied,1,1,1,6,3,2
3168,15160023414,914,914,local authority - occupied,3,2,1,7,3,4
3169,15160023418,2108,2108,owner occupied - occupied,1,1,1,2,1,1
3170,15160023427,2736,2736,owner occupied - occupied,1,1,1,2,1,1
3171,15160023441,2429,2429,owner occupied - occupied,1,1,1,2,1,1
3172,15160023443,513,522,housing association - occupied,4,2,1,2,1,1
3173,15160023444,3407, ,private rented - vacant,2,1,2,8,2,3
3174,15160023449,1713,1719,owner occupied - occupied,1,1,1,6,3,2
3175,15160023454,617,617,housing association - occupied,4,2,1,2,1,1
3176,15160023457,2796,2796,owner occupied - occupied,1,1,1,4,1,1
3177,15160023461,2563,2569,owner occupied - occupied,1,1,1,7,3,4
3178,15160023468,2407,2407,owner occupied - occupied,1,1,1,1,1,1
3179,15160023473,3901,3901,private rented - occupied,2,1,1,10,3,4
3180,15160023476,746,746,local authority - occupied,3,2,1,5,3,2
3181,15160023479,300,305,housing association - occupied,4,2,1,2,1,1
3182,15160023483,752,765,housing association - occupied,4,2,1,2,1,1
3183,15160023484,633,644,housing association - occupied,4,2,1,2,1,1
3184,15160023485,770,783,housing association - occupied,4,2,1,2,1,1
3185,15160023487,707,707,housing association - occupied,4,2,1,7,3,4
3186,15160023496,1662,1664,owner occupied - occupied,1,1,1,9,2,4
3187,15160023500,713,713,housing association - occupied,4,2,1,10,3,4
3188,15160023502,1129, ,local authority - vacant,3,2,2,8,2,3
3189,15160023503,2933,3429,private rented - occupied,2,1,1,8,2,3
3190,15160023507,1431,1431,housing association - occupied,4,2,1,8,2,3
3191,15160023513,1943,1946,owner occupied - occupied,1,1,1,9,2,4
3192,15160023515,4642,4654,owner occupied - occupied,1,1,1,7,3,4
3193,15160023519,2257,2260,owner occupied - occupied,1,1,1,9,2,4
3194,15160023520,2022,2025,owner occupied - occupied,1,1,1,9,2,4
3195,15160023521,575,585,housing association - occupied,4,2,1,2,1,1
3196,15160023523,1820,1820,private rented - occupied,2,1,1,5,3,2
3197,15160023524,3707,3713,owner occupied - occupied,1,1,1,9,2,4
3198,15160023530,391,391,housing association - occupied,4,2,1,10,3,4
3199,15160023531,504,504,housing association - occupied,4,2,1,7,3,4
3200,15160023534,1099,1099,local authority - occupied,3,2,1,8,2,3
3201,15160023548,2224,2224,owner occupied - occupied,1,1,1,10,3,4
3202,15160023551,359,359,housing association - occupied,4,2,1,7,3,4
3203,15160023557,2525,2525,owner occupied - occupied,1,1,1,4,1,1
3204,15160023573,953,969,private rented - occupied,2,1,1,2,1,1
3205,15160023578,1723,1723,housing association - occupied,4,2,1,9,2,4
3206,15160023590,453,453,housing association - occupied,4,2,1,9,2,4
3207,15160023593,797,797,local authority - occupied,3,2,1,8,2,3
3208,15160023598,660,660,housing association - occupied,4,2,1,7,3,4
3209,15160023599,1049,1049,housing association - occupied,4,2,1,6,3,2
3210,15160023600,7674,7674,owner occupied - occupied,1,1,1,10,3,4
3211,15160023608,2165,2165,owner occupied - occupied,1,1,1,10,3,4
3212,15160023613,3079,3598,private rented - occupied,2,1,1,8,2,3
3213,15160023619,868,916,private rented - occupied,2,1,1,7,3,4
3214,15160023627,3132,3143,owner occupied - occupied,1,1,1,6,3,2
3215,15160023630,1240,1245,owner occupied - occupied,1,1,1,6,3,2
3216,15160023631,13280,13280,owner occupied - occupied,1,1,1,8,2,3
3217,15160023634,1146,1146,private rented - occupied,2,1,1,5,3,2
3218,15160023641,1453,1458,owner occupied - occupied,1,1,1,6,3,2
3219,15160023643,1675,1677,owner occupied - occupied,1,1,1,9,2,4
3220,15160023650,1464,1464,owner occupied - occupied,1,1,1,5,3,2
3221,15160023654,1602,1633,private rented - occupied,2,1,1,7,3,4
3222,15160023660,2476,2476,housing association - occupied,4,2,1,9,2,4
3223,15160023662,424,424,local authority - occupied,3,2,1,5,3,2
3224,15160023670,1132,1132,local authority - occupied,3,2,1,2,1,1
3225,15160023674,2023,2023,owner occupied - occupied,1,1,1,10,3,4
3226,15160023678,3516,3516,owner occupied - occupied,1,1,1,4,1,1
3227,15160023679,2540,2540,owner occupied - occupied,1,1,1,2,1,1
3228,15160023680,2837,2844,owner occupied - occupied,1,1,1,7,3,4
3229,15160023689,311,311,local authority - occupied,3,2,1,5,3,2
3230,15160023693,969,971,owner occupied - occupied,1,1,1,7,3,4
3231,15160023697,905,920,housing association - occupied,4,2,1,2,1,1
3232,15160023714,725,725,local authority - occupied,3,2,1,8,2,3
3233,15160023716,2618, ,private rented - vacant,2,1,2,5,3,2
3234,15160023720,1901,1901,owner occupied - occupied,1,1,1,2,1,1
3235,15160023726,766,849,private rented - occupied,2,1,1,9,2,4
3236,15160023727,501,510,housing association - occupied,4,2,1,2,1,1
3237,15160023731,1430,1483,housing association - occupied,4,2,1,8,2,3
3238,15160023732,473,473,local authority - occupied,3,2,1,4,1,1
3239,15160023734,1441,1441,owner occupied - occupied,1,1,1,5,3,2
3240,15160023737,847, ,private rented - vacant,2,1,2,4,1,1
3241,15160023753,4526,4543,owner occupied - occupied,1,1,1,6,3,2
3242,15160023755,455,455,housing association - occupied,4,2,1,1,1,1
3243,15160023757,2606,2606,owner occupied - occupied,1,1,1,4,1,1
3244,15160023762,1941,1944,owner occupied - occupied,1,1,1,9,2,4
3245,15160023765,1559,1559,local authority - occupied,3,2,1,5,3,2
3246,15160023766,3062,3579,private rented - occupied,2,1,1,8,2,3
3247,15160023767,613,613,housing association - occupied,4,2,1,6,3,2
3248,15160023776,932,932,private rented - occupied,2,1,1,1,1,1
3249,15160023778,730,730,local authority - occupied,3,2,1,5,3,2
3250,15160023780,1972,2002,private rented - occupied,2,1,1,4,1,1
3251,15160023785,543,563,local authority - occupied,3,2,1,7,3,4
3252,15160023792,1884,1884,private rented - occupied,2,1,1,10,3,4
3253,15160023793,2084,2089,owner occupied - occupied,1,1,1,7,3,4
3254,15160023794,592,592,housing association - occupied,4,2,1,7,3,4
3255,15160023802,401,401,local authority - occupied,3,2,1,4,1,1
3256,15160023806,872,872,local authority - occupied,3,2,1,4,1,1
3257,15160023809,1908,1908,owner occupied - occupied,1,1,1,4,1,1
3258,15160023814,1535,1535,owner occupied - occupied,1,1,1,1,1,1
3259,15160023816,2871,2871,owner occupied - occupied,1,1,1,10,3,4
3260,15160023823,440,440,housing association - occupied,4,2,1,9,2,4
3261,15160023825,5042,5055,owner occupied - occupied,1,1,1,7,3,4
3262,15160023832,364,364,housing association - occupied,4,2,1,7,3,4
3263,15160023836,1821,1826,owner occupied - occupied,1,1,1,7,3,4
3264,15160023838,2164,2164,owner occupied - occupied,1,1,1,10,3,4
3265,15160023845,1983,1988,owner occupied - occupied,1,1,1,7,3,4
3266,15160023862,986,1003,housing association - occupied,4,2,1,2,1,1
3267,15160023863,11721,11804,owner occupied - occupied,1,1,1,8,2,3
3268,15160023870,3173,3346,private rented - occupied,2,1,1,7,3,4
3269,15160023877,401,401,housing association - occupied,4,2,1,9,2,4
3270,15160023879,516,525,housing association - occupied,4,2,1,2,1,1
3271,15160023886,2186,2186,owner occupied - occupied,1,1,1,4,1,1
3272,15160023892,1158,1158,local authority - occupied,3,2,1,7,3,4
3273,15160023898,1964,1964,owner occupied - occupied,1,1,1,4,1,1
3274,15160023901,456,464,housing association - occupied,4,2,1,2,1,1
3275,15160023903,2075,2075,local authority - occupied,3,2,1,8,2,3
3276,15160023906,1892,1897,owner occupied - occupied,1,1,1,7,3,4
3277,15160023908,1396,1547,private rented - occupied,2,1,1,9,2,4
3278,15160023911,2253,2256,owner occupied - occupied,1,1,1,9,2,4
3279,15160023925,1748,1748,owner occupied - occupied,1,1,1,4,1,1
3280,15160023931,1514,1514,housing association - occupied,4,2,1,7,3,4
3281,15160023938,2775,2779,owner occupied - occupied,1,1,1,9,2,4
3282,15160023941,763,763,local authority - occupied,3,2,1,8,2,3
3283,15160023945,4082,4082,owner occupied - occupied,1,1,1,10,3,4
3284,15160023957,1529, ,local authority - vacant,3,2,2,5,3,2
3285,15160023959,260,260,housing association - occupied,4,2,1,7,3,4
3286,15160023960,669,669,local authority - occupied,3,2,1,6,3,2
3287,15160023963,2018,2018,owner occupied - occupied,1,1,1,5,3,2
3288,15160023969,251,256,local authority - occupied,3,2,1,1,1,1
3289,15160023977,394,394,local authority - occupied,3,2,1,7,3,4
3290,15160023982,2982,2982,owner occupied - occupied,1,1,1,5,3,2
3291,15160023983,6636,6636,local authority - occupied,3,2,1,6,3,2
3292,15160023984,1914,1917,owner occupied - occupied,1,1,1,9,2,4
3293,15160023989,2083,2089,owner occupied - occupied,1,1,1,7,3,4
3294,15160023994,993,1008,private rented - occupied,2,1,1,4,1,1
3295,15160023998,560,582,local authority - occupied,3,2,1,7,3,4
3296,15160024000,2893,2897,owner occupied - occupied,1,1,1,9,2,4
3297,15160024007,4379,4386,owner occupied - occupied,1,1,1,9,2,4
3298,15160024012,2879, ,private rented - vacant,2,1,2,8,2,3
3299,15160024015,636,647,housing association - occupied,4,2,1,2,1,1
3300,15160024016,1623,1650,private rented - occupied,2,1,1,2,1,1
3301,15160024019,2415,2547,private rented - occupied,2,1,1,7,3,4
3302,15160024021,1837,1837,owner occupied - occupied,1,1,1,10,3,4
3303,15160024030,2009,2009,private rented - occupied,2,1,1,5,3,2
3304,15160024043,1233,1249,housing association - occupied,4,2,1,5,3,2
3305,15160024064,389,389,local authority - occupied,3,2,1,1,1,1
3306,15160024074,4422,4422,owner occupied - occupied,1,1,1,10,3,4
3307,15160024083,3617,3673,private rented - occupied,2,1,1,4,1,1
3308,15160024084,1119,1240,private rented - occupied,2,1,1,9,2,4
3309,15160024086,2084,2084,owner occupied - occupied,1,1,1,4,1,1
3310,15160024088,3564,3569,owner occupied - occupied,1,1,1,9,2,4
3311,15160024098,4979,4979,owner occupied - occupied,1,1,1,10,3,4
3312,15160024103,550,550,local authority - occupied,3,2,1,8,2,3
3313,15160024106,1183,1183,housing association - occupied,4,2,1,5,3,2
3314,15160024111,3944,3944,owner occupied - occupied,1,1,1,10,3,4
3315,15160024116,756,769,housing association - occupied,4,2,1,2,1,1
3316,15160024121,1924,1999,local authority - occupied,3,2,1,8,2,3
3317,15160024123,8292,8292,owner occupied - occupied,1,1,1,9,2,4
3318,15160024124,1696,1696,private rented - occupied,2,1,1,5,3,2
3319,15160024128,1011,1084,housing association - occupied,4,2,1,4,1,1
3320,15160024131,919,1075,private rented - occupied,2,1,1,8,2,3
3321,15160024138,3851, ,private rented - vacant,2,1,2,5,3,2
3322,15160024139,1149,1167,private rented - occupied,2,1,1,7,3,4
3323,15160024141,3052,3064,owner occupied - occupied,1,1,1,6,3,2
3324,15160024143,436,436,local authority - occupied,3,2,1,4,1,1
3325,15160024149,3506, ,private rented - vacant,2,1,2,9,2,4
3326,15160024153,215, ,local authority - vacant,3,2,2,1,1,1
3327,15160024166,274,274,local authority - occupied,3,2,1,4,1,1
3328,15160024168,1028,1031,owner occupied - occupied,1,1,1,7,3,4
3329,15160024177,920,955,local authority - occupied,3,2,1,7,3,4
3330,15160024184,6561,6561,owner occupied - occupied,1,1,1,2,1,1
3331,15160024189,1753,1757,owner occupied - occupied,1,1,1,7,3,4
3332,15160024192,971,984,housing association - occupied,4,2,1,5,3,2
3333,15160024199,1745,1906,private rented - occupied,2,1,1,6,3,2
3334,15160024201,2236,2239,owner occupied - occupied,1,1,1,9,2,4
3335,15160024204,1292,1411,private rented - occupied,2,1,1,6,3,2
3336,15160024207,365,365,local authority - occupied,3,2,1,2,1,1
3337,15160024209,2053,2053,owner occupied - occupied,1,1,1,2,1,1
3338,15160024211,540,540,local authority - occupied,3,2,1,9,2,4
3339,15160024217,2472,2472,owner occupied - occupied,1,1,1,1,1,1
3340,15160024223,3879,3885,owner occupied - occupied,1,1,1,9,2,4
3341,15160024229,1069,1129,private rented - occupied,2,1,1,10,3,4
3342,15160024230,441,441,housing association - occupied,4,2,1,7,3,4
3343,15160024233,1206,1206,private rented - occupied,2,1,1,5,3,2
3344,15160024239,2537,2676,private rented - occupied,2,1,1,7,3,4
3345,15160024254,1723,1723,housing association - occupied,4,2,1,5,3,2
3346,15160024255,483,483,local authority - occupied,3,2,1,4,1,1
3347,15160024257,329,329,local authority - occupied,3,2,1,2,1,1
3348,15160024261,881,892,housing association - occupied,4,2,1,5,3,2
3349,15160024262,2331,2331,private rented - occupied,2,1,1,5,3,2
3350,15160024271,2625,2625,owner occupied - occupied,1,1,1,10,3,4
3351,15160024272,417,447,housing association - occupied,4,2,1,4,1,1
3352,15160024273,432,432,local authority - occupied,3,2,1,5,3,2
3353,15160024276,812,812,housing association - occupied,4,2,1,8,2,3
3354,15160024279,2380,2380,owner occupied - occupied,1,1,1,4,1,1
3355,15160024280,1242,1251,owner occupied - occupied,1,1,1,8,2,3
3356,15160024282,1782,1785,owner occupied - occupied,1,1,1,9,2,4
3357,15160024289,1165,1179,housing association - occupied,4,2,1,5,3,2
3358,15160024296,5468,5476,owner occupied - occupied,1,1,1,9,2,4
3359,15160024299,3151,3151,owner occupied - occupied,1,1,1,5,3,2
3360,15160024300,820,820,housing association - occupied,4,2,1,5,3,2
3361,15160024305,919,919,housing association - occupied,4,2,1,6,3,2
3362,15160024308,432,432,local authority - occupied,3,2,1,1,1,1
3363,15160024311,1693,1696,owner occupied - occupied,1,1,1,9,2,4
3364,15160024312,1003,1015,housing association - occupied,4,2,1,5,3,2
3365,15160024328,2326,2334,owner occupied - occupied,1,1,1,6,3,2
3366,15160024331,464,464,local authority - occupied,3,2,1,5,3,2
3367,15160024338,450,450,housing association - occupied,4,2,1,4,1,1
3368,15160024339,1361,1363,owner occupied - occupied,1,1,1,9,2,4
3369,15160024345,682,682,local authority - occupied,3,2,1,9,2,4
3370,15160024352,317,317,local authority - occupied,3,2,1,1,1,1
3371,15160024362,1484,1509,private rented - occupied,2,1,1,2,1,1
3372,15160024370,386,386,housing association - occupied,4,2,1,1,1,1
3373,15160024373,10736,12548,private rented - occupied,2,1,1,8,2,3
3374,15160024374,4331,4331,owner occupied - occupied,1,1,1,8,2,3
3375,15160024375,1981,2006,housing association - occupied,4,2,1,5,3,2
3376,15160024377,2989,2989,owner occupied - occupied,1,1,1,9,2,4
3377,15160024380,4981,4981,owner occupied - occupied,1,1,1,5,3,2
3378,15160024383,4107,4107,owner occupied - occupied,1,1,1,10,3,4
3379,15160024388,430,447,local authority - occupied,3,2,1,7,3,4
3380,15160024392,330,330,local authority - occupied,3,2,1,4,1,1
3381,15160024394,5711,5711,owner occupied - occupied,1,1,1,4,1,1
3382,15160024398,705,744,private rented - occupied,2,1,1,7,3,4
3383,15160024399,3517,3647,housing association - occupied,4,2,1,8,2,3
3384,15160024400,582,582,housing association - occupied,4,2,1,6,3,2
3385,15160024410,434,434,housing association - occupied,4,2,1,1,1,1
3386,15160024427,3271,3271,owner occupied - occupied,1,1,1,10,3,4
3387,15160024429,2261,2445,private rented - occupied,2,1,1,9,2,4
3388,15160024435,1270,1271,owner occupied - occupied,1,1,1,9,2,4
3389,15160024441,2924,2929,owner occupied - occupied,1,1,1,9,2,4
3390,15160024443,1872,2025,private rented - occupied,2,1,1,9,2,4
3391,15160024448,756,756,housing association - occupied,4,2,1,4,1,1
3392,15160024450,3065,3113,private rented - occupied,2,1,1,4,1,1
3393,15160024454,1350,1354,owner occupied - occupied,1,1,1,7,3,4
3394,15160024455,476,476,local authority - occupied,3,2,1,9,2,4
3395,15160024456,2026,2490,private rented - occupied,2,1,1,8,2,3
3396,15160024458,2223,2223,owner occupied - occupied,1,1,1,1,1,1
3397,15160024459,5328, ,owner occupied - vacant,1,1,2,8,2,3
3398,15160024460,594,594,local authority - occupied,3,2,1,6,3,2
3399,15160024463,1740,1740,owner occupied - occupied,1,1,1,5,3,2
3400,15160024469,471,471,local authority - occupied,3,2,1,1,1,1
3401,15160024470,2836,2836,owner occupied - occupied,1,1,1,5,3,2
3402,15160024476,2124,2129,owner occupied - occupied,1,1,1,7,3,4
3403,15160024477,3068,3073,owner occupied - occupied,1,1,1,9,2,4
3404,15160024478,550,550,local authority - occupied,3,2,1,5,3,2
3405,15160024494,3728,3738,owner occupied - occupied,1,1,1,7,3,4
3406,15160024496,3010,3010,owner occupied - occupied,1,1,1,5,3,2
3407,15160024499,1922,1925,owner occupied - occupied,1,1,1,9,2,4
3408,15160024501,611,655,private rented - occupied,2,1,1,6,3,2
3409,15160024503,3745,3751,owner occupied - occupied,1,1,1,9,2,4
3410,15160024510,2302,2305,owner occupied - occupied,1,1,1,9,2,4
3411,15160024517,2041,2041,owner occupied - occupied,1,1,1,5,3,2
3412,15160024518,3057,3057,owner occupied - occupied,1,1,1,2,1,1
3413,15160024523,4523,5287,private rented - occupied,2,1,1,8,2,3
3414,15160024533,12874, ,owner occupied - vacant,1,1,2,4,1,1
3415,15160024546,1942,1942,owner occupied - occupied,1,1,1,10,3,4
3416,15160024547,1931,1936,owner occupied - occupied,1,1,1,7,3,4
3417,15160024551,1567,1591,private rented - occupied,2,1,1,4,1,1
3418,15160024553,586,586,housing association - occupied,4,2,1,6,3,2
3419,15160024558,2577,2577,owner occupied - occupied,1,1,1,5,3,2
3420,15160024564,2472,2472,owner occupied - occupied,1,1,1,8,2,3
3421,15160024572,1866,1870,owner occupied - occupied,1,1,1,7,3,4
3422,15160024575,3122,3174,private rented - occupied,2,1,1,2,1,1
3423,15160024577,468,476,housing association - occupied,4,2,1,2,1,1
